"email","first_name","last_name","global_role","course_code","course_role"
"demo.teacher024@test.com","Teaching024","Pedagogsen024","teacher","TEST101","teacher"
"demo.teacher025@test.com","Teaching025","Guideberg025","teacher","TEST101","teacher"
"demo.teacher026@test.com","Teaching026","Instructorheim026","teacher","TEST101","teacher"
"demo.teacher027@test.com","Teaching027","Teacherton027","teacher","TEST101","teacher"
"demo.teacher028@test.com","Teaching028","Facultyvik028","teacher","TEST101","teacher"
"demo.teacher029@test.com","Teaching029","Didacticstad029","teacher","TEST101","teacher"
"demo.teacher030@test.com","Teaching030","Coachsen030","teacher","TEST101","teacher"
"demo.teacher031@test.com","Teaching031","Mentorvik031","teacher","TEST101","teacher"
"demo.teacher032@test.com","Teaching032","Tutorstad032","teacher","TEST101","teacher"
"demo.teacher033@test.com","Teaching033","Lecturen033","teacher","TEST101","teacher"
"demo.teacher034@test.com","Teaching034","Pedagogsen034","teacher","TEST101","teacher"
"demo.teacher035@test.com","Teaching035","Guideberg035","teacher","TEST101","teacher"
"demo.teacher036@test.com","Teaching036","Instructorheim036","teacher","TEST101","teacher"
"demo.teacher037@test.com","Teaching037","Teacherton037","teacher","TEST101","teacher"
"demo.teacher038@test.com","Teaching038","Facultyvik038","teacher","TEST101","teacher"
"demo.teacher039@test.com","Teaching039","Didacticstad039","teacher","TEST101","teacher"
"demo.teacher040@test.com","Teaching040","Coachsen040","teacher","TEST101","teacher"
"demo.teacher041@test.com","Teaching041","Mentorvik041","teacher","TEST101","teacher"
"demo.teacher042@test.com","Teaching042","Tutorstad042","teacher","TEST101","teacher"
"demo.teacher043@test.com","Teaching043","Lecturen043","teacher","TEST101","teacher"
"demo.teacher044@test.com","Teaching044","Pedagogsen044","teacher","TEST101","teacher"
"demo.teacher045@test.com","Teaching045","Guideberg045","teacher","TEST101","teacher"
"demo.teacher046@test.com","Teaching046","Instructorheim046","teacher","TEST101","teacher"
"demo.teacher047@test.com","Teaching047","Teacherton047","teacher","TEST101","teacher"
"demo.teacher048@test.com","Teaching048","Facultyvik048","teacher","TEST101","teacher"
"demo.teacher049@test.com","Teaching049","Didacticstad049","teacher","TEST101","teacher"
"demo.teacher050@test.com","Teaching050","Coachsen050","teacher","TEST101","teacher"
"demo.teacher051@test.com","Teaching051","Mentorvik051","teacher","TEST101","teacher"
"demo.teacher052@test.com","Teaching052","Tutorstad052","teacher","TEST101","teacher"
"demo.teacher053@test.com","Teaching053","Lecturen053","teacher","TEST101","teacher"
"demo.teacher054@test.com","Teaching054","Pedagogsen054","teacher","TEST101","teacher"
"demo.teacher055@test.com","Teaching055","Guideberg055","teacher","TEST101","teacher"
"demo.teacher056@test.com","Teaching056","Instructorheim056","teacher","TEST101","teacher"
"demo.teacher057@test.com","Teaching057","Teacherton057","teacher","TEST101","teacher"
"demo.teacher058@test.com","Teaching058","Facultyvik058","teacher","TEST101","teacher"
"demo.teacher059@test.com","Teaching059","Didacticstad059","teacher","TEST101","teacher"
"demo.teacher060@test.com","Teaching060","Coachsen060","teacher","TEST101","teacher"
"demo.teacher061@test.com","Teaching061","Mentorvik061","teacher","TEST101","teacher"
"demo.teacher062@test.com","Teaching062","Tutorstad062","teacher","TEST101","teacher"
"demo.teacher063@test.com","Teaching063","Lecturen063","teacher","TEST101","teacher"
"demo.teacher064@test.com","Teaching064","Pedagogsen064","teacher","TEST101","teacher"
"demo.teacher065@test.com","Teaching065","Guideberg065","teacher","TEST101","teacher"
"demo.teacher066@test.com","Teaching066","Instructorheim066","teacher","TEST101","teacher"
"demo.teacher067@test.com","Teaching067","Teacherton067","teacher","TEST101","teacher"
"demo.teacher068@test.com","Teaching068","Facultyvik068","teacher","TEST101","teacher"
"demo.teacher069@test.com","Teaching069","Didacticstad069","teacher","TEST102","teacher"
"demo.teacher070@test.com","Teaching070","Coachsen070","teacher","TEST102","teacher"
"demo.teacher071@test.com","Teaching071","Mentorvik071","teacher","",""
"demo.teacher072@test.com","Teaching072","Tutorstad072","teacher","",""
"demo.teacher073@test.com","Teaching073","Lecturen073","teacher","",""
"demo.teacher074@test.com","Teaching074","Pedagogsen074","teacher","",""
"demo.teacher075@test.com","Teaching075","Guideberg075","teacher","",""
"demo.teacher076@test.com","Teaching076","Instructorheim076","teacher","",""
"demo.teacher077@test.com","Teaching077","Teacherton077","teacher","",""
"demo.teacher078@test.com","Teaching078","Facultyvik078","teacher","",""
"demo.teacher079@test.com","Teaching079","Didacticstad079","teacher","",""
"demo.teacher080@test.com","Teaching080","Coachsen080","teacher","",""
"demo.teacher081@test.com","Teaching081","Mentorvik081","teacher","",""
"demo.teacher082@test.com","Teaching082","Tutorstad082","teacher","",""
"demo.teacher083@test.com","Teaching083","Lecturen083","teacher","",""
"demo.teacher084@test.com","Teaching084","Pedagogsen084","teacher","",""
"demo.teacher085@test.com","Teaching085","Guideberg085","teacher","",""
"demo.teacher086@test.com","Teaching086","Instructorheim086","teacher","",""
"demo.teacher087@test.com","Teaching087","Teacherton087","teacher","",""
"demo.teacher088@test.com","Teaching088","Facultyvik088","teacher","",""
"demo.teacher089@test.com","Teaching089","Didacticstad089","teacher","",""
"demo.teacher090@test.com","Teaching090","Coachsen090","teacher","",""
"demo.teacher091@test.com","Teaching091","Mentorvik091","teacher","",""
"demo.teacher092@test.com","Teaching092","Tutorstad092","teacher","",""
"demo.teacher093@test.com","Teaching093","Lecturen093","teacher","",""
"demo.teacher094@test.com","Teaching094","Pedagogsen094","teacher","",""
"demo.teacher095@test.com","Teaching095","Guideberg095","teacher","",""
"demo.teacher096@test.com","Teaching096","Instructorheim096","teacher","",""
"demo.teacher097@test.com","Teaching097","Teacherton097","teacher","",""
"demo.teacher098@test.com","Teaching098","Facultyvik098","teacher","",""
"demo.teacher099@test.com","Teaching099","Didacticstad099","teacher","",""
"demo.teacher100@test.com","Teaching100","Coachsen100","teacher","",""
